id,value,emotion
Venture Lending & Leasing V Inc,0.0075,gioia
ING/Archimedes Funding,0.0075,gioia
Del Mar Masterr Fund Ltd,0.0075,gioia
Guarantee Reserve Life Insurance Co,0.0075,gioia
Security First Life Insurance Co,0.0075,gioia
Northern Trust Bank of Florida NA,0.0075,gioia
Banco di Santo Spirito,0.0075,gioia
Venture Lending & Leasing IV Inc,0.0075,gioia
KZH Shenkman LLC,0.0075,gioia
Mt McKinley Bank,0.0075,gioia
Norse CBO Ltd,0.0075,gioia
Richfield Bank & Trust Co,0.0075,gioia
Deutsche Capital Group,0.0075,gioia
Colorado Bankers Life Insurance Co,0.0075,gioia
Bank Ireland,0.0075,gioia
Baybank Harvard Trust Co,0.0075,gioia
Horace Mann Life Insurance Co,0.0075,gioia
Sankaty Credit Opportunities II LP,0.0075,gioia
Falcon Financial LIC,0.0075,gioia
Royal Bank of Canada London,0.0075,gioia
Hinsdale Bank,0.0075,gioia
Gulf Life Insurance Co,0.0075,gioia
High Point Bank & Trust Co,0.0075,gioia
Simsbury CLO Ltd,0.0075,gioia
Trilon Dominion Partners LLC,0.0075,gioia
Hexagon Investments LLC,0.0075,gioia
Perseus CDO I Ltd,0.0075,gioia
American Family Mutual Insurance Co,0.0075,gioia
American Republic Insurance Co,0.0075,gioia
Centurion CDO II Ltd,0.0074,gioia
Katonah III Ltd,0.0074,gioia
First Interstate Bank of Idaho,0.0074,gioia
GE Canada Finance Holding Co,0.0074,gioia
Manhattan National Life Insurance Co,0.0074,gioia
FennoScandia Bank Ltd,0.0073,gioia
CSAM Funding I,0.0073,gioia
Farmers & Merchant Bank,0.0073,gioia
CoLTS 2005-1 Ltd,0.0073,gioia
First National Bank of Amarillo,0.0073,gioia
Octagon Investment Partners III LLC,0.0073,gioia
Audax Group LP,0.0073,gioia
Springfield Associates LLC,0.0073,gioia
Kensington International Ltd,0.0073,gioia
First Merchants Bank NA,0.0072,gioia
Western National Bank of Tulsa,0.0072,gioia
JPMorgan Chase Warehouse,0.0072,gioia
Katonah II Ltd,0.0072,gioia
ELC (Cayman) Ltd 1999-I,0.0072,gioia
Mariner CDO,0.0072,gioia
AIG Life Insurance Co,0.0071,gioia
BZW Asia,0.0071,gioia
RIMCO Partners LP II,0.0071,gioia
Addison CDO Ltd,0.0071,gioia
Companion Life Insurance,0.0071,gioia
Debt Strategies Fund III,0.0071,gioia
Cortrust Bank NA,0.007,gioia
Seaside National Bank & Trust,0.007,gioia
Field Point II,0.007,gioia
Credit Suisse Asset Management,0.007,gioia
Hambrecht & Quist Guaranty Finance LLC,0.007,gioia
Acacia National Life Insurance Co,0.007,gioia
BankSinoPac,0.007,gioia
American Family Life Assurance Co of Columbus,0.007,gioia
Verde Investments Inc,0.007,gioia
Signature 1A,0.007,gioia
Van Kampen Funds,0.007,gioia
Bancaracas International Banking Corp,0.007,gioia
Bankers National Life Insurance Co,0.007,gioia
Twentieth Street Bank,0.007,gioia
Franklin Advisors,0.007,gioia
United Commercial Bank,0.007,gioia
MassMutual Participation Investors,0.007,gioia
Denali Capital,0.007,gioia
Hamilton Funding Corp,0.007,gioia
Strategic Managed Loan Portfolio,0.007,gioia
Monumental General Insurance Co,0.007,gioia
Balanced High Yield Fund (USA) Capital,0.007,gioia
Columbus Loan Funding Ltd,0.007,gioia
Endeavour LLC,0.007,gioia
Cypresstree Senior Floating Rate,0.007,gioia
PIMCO High Yield Fund,0.007,gioia
C-Squared CDO Ltd,0.0069,gioia
1st FCS,0.0069,gioia
Eaton Vance Senior Floating-Rate Trust,0.0069,gioia
KFB Inc,0.0069,gioia
Anglo East Trust,0.0069,gioia
Jerold Novack,0.0069,gioia
Big Sky Senior Loan Fund Ltd,0.0069,gioia
London Life,0.0069,gioia
Oasis Collaterized High Income Portfolios I,0.0069,gioia
Zande & Co,0.0068,gioia
Northpark National Bank of Dallas,0.0068,gioia
Centurion CDO VI Ltd,0.0068,gioia
Oakhill Capital Partners,0.0067,gioia
Banca Commerciale Italiana New York,0.0067,gioia
MBC Leasing Corp,0.0067,gioia
Sky CBNA LOan Funding,0.0067,gioia
Safe Deposit,0.0067,gioia
Katonah I Ltd,0.0067,gioia
Stanfield Vantage CLO,0.0067,gioia
Anthem Insurance,0.0067,gioia
Guaranty Mutual Life Co,0.0067,gioia
IBJ Schroder Bank & Trust Co,0.0067,gioia
Pioneer Citizens Bank of Nevada,0.0066,gioia
Oldenburg Group Inc,0.0065,gioia
Cypresstree Investment Partners I Ltd,0.0065,gioia
AQR Capital LLC,0.0065,gioia
Government Land Bank,0.0065,gioia
USX Credit Corp,0.0065,gioia
SAC Capital Associates LLC,0.0065,gioia
Frankfurter Sparkasse,0.0065,gioia
Prospect Capital Corp,0.0065,gioia
Banque Colbert,0.0065,gioia
Silvermine Capital Management,0.0065,gioia
Total Bank,0.0065,gioia
Dryden IV Leveraged Loan CDO 2003,0.0065,gioia
Norges Hypotekinstitut,0.0065,gioia
Ocwen Federal Bank,0.0065,gioia
BIII Capital Partners LP,0.0065,gioia
Banco BPI SA [ex-Banco Fonsecas & Burnay SA [BFB]],0.0065,gioia
Unicare Life & Health,0.0064,gioia
Mutual Service Life Insurance,0.0064,gioia
United Coconut Planters Bank,0.0064,gioia
Scudder Floating Rate Fund,0.0064,gioia
Oldenburgische Landesbank,0.0063,gioia
Bank of Credit & Commerce,0.0063,gioia
Cypresstree Institutional Fund LLC,0.0063,gioia
Hyundai International Merchant Bank,0.0063,gioia
Finanz AG Zurich,0.0063,gioia
Bangkok Bank Public Co Ltd,0.0063,gioia
Hanover Square,0.0062,gioia
Stanfield Quatrro CLO Ltd,0.0062,gioia
Bank of Southern California,0.0062,gioia
IMI Americas,0.0062,gioia
Katonah IV Ltd,0.0062,gioia
Bill & Melinda Gates Foundation,0.0061,gioia
TCF Banking & Savings FA,0.0061,gioia
Eaton Vance Institutional Senior Loan Fund,0.0061,gioia
Gulf Stream-Compass CLO 2002-1 Ltd,0.0061,gioia
Allmerica Financial Life Insurance & Annuity Co,0.0061,gioia
Bay City Capital Fund II,0.006,gioia
Lighthouse Capital Partners II LP,0.006,gioia
Star Bank Corp,0.006,gioia
First Source Bank,0.006,gioia
MJX Asset Management,0.006,gioia
Columbia Bank,0.006,gioia
Fidelity Deposit & Discount Bank,0.006,gioia
First Liberty Bank,0.006,gioia
Highgate House Funds,0.006,gioia
EWP Financial,0.006,gioia
Invesco Ltd,0.006,gioia
Nomura International Plc,0.006,gioia
Hiberia Nation Bank,0.006,gioia
Merchants Bank of New York,0.006,gioia
Glenview State Bank,0.006,gioia
Rice Mezzanine Lenders,0.006,gioia
HSBC Investment Bank Asia,0.006,gioia
Broad Inc,0.006,gioia
GAIA Offshore Master Fund Ltd,0.006,gioia
Mosvold Farsund Invest AS,0.006,gioia
Mariner Investment Group,0.006,gioia
NSG Holding USA Inc,0.006,gioia
Marlborough Capital Investment Fund,0.006,gioia
Carillon Holding Ltd,0.006,gioia
Midland States Bank,0.006,gioia
DDJ Capital Management LLC,0.006,gioia
Stillwater National Bank & Trust Co,0.006,gioia
Capital Business Credit,0.006,gioia
Security Life of Denver Insurance Co,0.006,gioia
Salin Bank,0.006,gioia
State Bank of Long Island,0.006,gioia
Hanseatic Corp,0.006,gioia
Hawthorne Savings FSB,0.006,gioia
Mountain Capital,0.006,gioia
ValorInvest Ltd,0.006,gioia
Oak Hill Bank,0.006,gioia
Pacific Corinthian Life Insurance,0.006,gioia
Alliance Capital Group of Funds,0.006,gioia
Octagon Investment Partners V Ltd,0.006,gioia
Madison Park Funding I Ltd,0.006,gioia
Nichijukin (USA) Inc,0.006,gioia
Freeport Financial LLC,0.0059,gioia
First Bank of California,0.0059,gioia
Carlyle Loan Investment,0.0059,gioia
Loan Funding IX LLC,0.0059,gioia
Kellogg-Citizens National Bank of Green Bay,0.0058,gioia
Barnett Banks,0.0058,gioia
Lomas & Nettleton Co,0.0058,gioia
Eaton Vance Institutional Senior Fund,0.0058,gioia
Charter Oak Fire Insurance Co,0.0057,gioia
Nemean CLO Ltd,0.0057,gioia
AT&T Master Pension Trust,0.0057,gioia
Carlyle High Yield Partners III Ltd,0.0057,gioia
Oxford Life Insurance,0.0056,gioia
Land Bank of the Philippines,0.0056,gioia
Octagon Investment Partners IV Ltd,0.0056,gioia
Chesapeake Bank of Maryland,0.0056,gioia
ORIX Leveraged Finance,0.0056,gioia
Caisse Regionale de Credit Agricole Mutuel de Paris et d'Ile de France,0.0056,gioia
Chittenden Bank,0.0056,gioia
Hancock Bank,0.0056,gioia
Senior Floating Rate Fund,0.0056,gioia
First National Bank of Lubbock,0.0055,gioia
Litespeed Master Fund Ltd,0.0055,gioia
Bremer Business Finance Corp,0.0055,gioia
Shutoken Leasing USA,0.0055,gioia
Bankers Bank of the West,0.0055,gioia
Great American First Savings Bank,0.0055,gioia
Blue Chip Venture Co,0.0055,gioia
Mountain Capital CLO II Ltd,0.0055,gioia
Octagon Investment Partners VI Ltd,0.0055,gioia
Standard Bank & Trust Co,0.0055,gioia
CSAM Funding IV,0.0055,gioia
Dryden VII,0.0055,gioia
KZH ING-3 LLC,0.0055,gioia
Atrium CLO III,0.0055,gioia
Hamilton CDO Ltd,0.0054,gioia
Stanfield Carrera,0.0054,gioia
Octagon Loan Trust,0.0054,gioia
Centurion CDO 9 Ltd,0.0053,gioia
Franklin CLO II Ltd,0.0053,gioia
United Farm Bureau Life Insurance Co,0.0053,gioia
Norwest Credit Inc,0.0053,gioia
Metropolitan Bank & Trust Co,0.0053,gioia
Rosemont CLO Ltd,0.0053,gioia
Union Square CDO Ltd,0.0053,gioia
Mainstay Vp Series Fund Inc,0.0053,gioia
DB Structured Products Inc,0.0053,gioia
Department of Fire & Police Pensions City of LA,0.0053,gioia
Mezzonen SA,0.0053,gioia
First American Bank Valley,0.0052,gioia
Fidelity Equity Income Fund,0.0052,gioia
Galaxy CLO 2003-1,0.0052,gioia
Castle Hill III CLO Ltd,0.0052,gioia
Farallon Capital Institutional Partners II LP,0.0052,gioia
California United Bank,0.0052,gioia
Maplewood,0.0051,gioia
Federated Mutual Life Insurance Co,0.0051,gioia
Franklin CLO IV Ltd,0.0051,gioia
Loews Corp,0.0051,gioia
Fernwood Associates LP,0.0051,gioia
TRS Eclipse LLC,0.005,gioia
Katonah V Ltd,0.005,gioia
Orix Credit Alliance,0.005,gioia
First Community Bancorp,0.005,gioia
Hanover Insurance Co,0.005,gioia
Nations Master Investment Trust,0.005,gioia
Bank of Arizona NA,0.005,gioia
Tenet Healthcare Corp,0.005,gioia
Magnetite,0.005,gioia
McDonnell Loan Opportunity Ltd,0.005,gioia
Carollton Bank,0.005,gioia
Georgian Bank,0.005,gioia
Bernard National Loan Investors Ltd,0.005,gioia
RGA Reinsurance Co,0.005,gioia
Hour LLC,0.005,gioia
SFR Trading Inc,0.005,gioia
Kredlet Bank,0.005,gioia
United Security Bancorporation,0.005,gioia
Compass Horizon Funding Co,0.005,gioia
1st Century Bank NA,0.005,gioia
H&CB,0.005,gioia
Singer & Friedlander Ltd [SF],0.005,gioia
Somerset Trust,0.005,gioia
Piper Jaffray Cos,0.005,gioia
Mechanics & Farmers Bank,0.005,gioia
Energy Components SPC Up,0.005,gioia
Alexandra Global Master Fund Ltd,0.005,gioia
First Credit Bank,0.005,gioia
AG Edwards,0.005,gioia
Van Kampen Management,0.005,gioia
BOT Australia Ltd,0.005,gioia
Century Bank & Trust Co,0.005,gioia
Dain Rauscher Corp,0.005,gioia
Imperial Life Insurance Co,0.005,gioia
AKA Charitable Remainder Unitrust #1,0.005,gioia
Superior National Insurance Group Inc,0.005,gioia
Illinois National Bank,0.005,gioia
Northern Telecom International Finance BV,0.005,gioia
Prospect Funding,0.005,gioia
Stonehill Institutional Partners Lp,0.005,gioia
Mega International Commercial Bank Canada,0.005,gioia
American United Global Inc,0.005,gioia
Tricon Capital Corp,0.005,gioia
Davenport Bank & Trust,0.005,gioia
World Trade Bank,0.005,gioia
Banco Federal International NV,0.005,gioia
First Peoples Bank of New Jersey,0.005,gioia
Park Sterling Bank,0.005,gioia
First National Bank of Shelby,0.005,gioia
Highbridge Capital,0.005,gioia
Emergent Business Capital Inc,0.005,gioia
Oxford Venture Finance LLC,0.005,gioia
Credit Lyonnais Seoul,0.005,gioia
SPV DOS LLC,0.005,gioia
Negara Indonesia,0.005,gioia
Farm Credit of Maine,0.005,gioia
Associated Bank South Central,0.005,gioia
Southwest Securities Bank,0.005,gioia
Peoples Bank & Trust Co,0.005,gioia
Miller & Schreoder Investments Corp,0.005,gioia
BNY/NATS Loan Trust 18,0.005,gioia
First Commerce Investment,0.005,gioia
Heritage Pullman Bank & Trust,0.005,gioia
Silicon Valley Group Inc,0.005,gioia
Farmers & Mechanics National Bank,0.005,gioia
Conseco Private Capital Group,0.005,gioia
BlackRock Financial,0.005,gioia
Private Advisors LLC,0.005,gioia
BNC Financial Corp,0.005,gioia
Bank One Lafayette NA,0.005,gioia
Central Bank Southeast,0.005,gioia
Wesbanco Bank Inc,0.005,gioia
Security Bank & Trust Co,0.005,gioia
TJS Partners LP,0.005,gioia
Marathon Special Opportunity Master Fund Ltd,0.005,gioia
Colonial High Yield Securities Fund,0.005,gioia
Franklin Principal Maturity Trust,0.005,gioia
First South Farm Credit ACA,0.005,gioia
MidCountry Bank,0.005,gioia
Chubb Colonial Life Insurance Co,0.005,gioia
Bank of Miami,0.005,gioia
Park National Corp,0.005,gioia
Chubb Life Insurance Co of America,0.005,gioia
Pacific First Federal Savings,0.005,gioia
Holiday Retirement Consulting Services,0.005,gioia
Principal Life Insurance Co,0.005,gioia
Safeco Credit Co Inc,0.005,gioia
Citizens Finance Co,0.005,gioia
La Caisse Centrale Desjardins Du Quebec,0.005,gioia
ABSA Asia Ltd [Hongkong],0.005,gioia
Drawbridge Investement Partners LLC,0.005,gioia
Mariner Opportunities Fund LP,0.005,gioia
Somers CDO Ltd,0.005,gioia
Saratoga CLO I Ltd,0.005,gioia
Indosuez Capital Funding IIA,0.005,gioia
Aurum CLO 2002-1 Ltd,0.005,gioia
Pilgrim High Income,0.005,gioia
Ares Enhanced Loan Investment Strategy,0.005,gioia
Ares IX,0.005,gioia
Ares VIII CLO Ltd,0.005,gioia
Orix Ltd,0.005,gioia
Stichting RNA,0.005,gioia
Western Asset Management,0.005,gioia
Atrium II,0.005,gioia
Hokkaido Bank,0.005,gioia
Pace & Co,0.0049,gioia
Mac & Co,0.0049,gioia
47th Street Funding II,0.0049,gioia
Hewett's Island CDO Ltd,0.0049,gioia
Union Federal Bank of Indianapolis,0.0049,gioia
Oak Investment Partners,0.0049,gioia
Muirfield Trading LLC,0.0049,gioia
Capital Crossover Partner,0.0048,gioia
Laidlaw Inc,0.0048,gioia
Banca Commerciale Italiana Chicago,0.0048,gioia
Jardine Fleming & Co Ltd,0.0048,gioia
Hang Seng Bank Ltd,0.0048,gioia
BCom Finance HK,0.0048,gioia
Cent CDO XI Ltd,0.0048,gioia
Loan Funding Corp,0.0048,gioia
American River Bank,0.0048,gioia
PSK Bank der Oesterreichischen Postparkasse,0.0047,gioia
Credito Predial Portugues,0.0047,gioia
Salzburger Sparkasse,0.0047,gioia
Whippoorwill Distressed Opportunity Fund,0.0047,gioia
SunBank Orlando,0.0047,gioia
Berenberg Bank,0.0047,gioia
Eaton Vance Grayson & Co,0.0047,gioia
First Security Bank NV,0.0047,gioia
Superior Federal Bank,0.0047,gioia
Babson CLO 2004-1,0.0047,gioia
AIMCO CDO Series 2000-A,0.0047,gioia
Toyo Trust & Banking Co New York,0.0047,gioia
First Stage Capital LP,0.0046,gioia
Aspen Venture Partners LP,0.0046,gioia
Raytheon Co,0.0046,gioia
American Pacific Financial Corp,0.0046,gioia
Bank of Virginia,0.0046,gioia
DKB Merchant Bank,0.0046,gioia
Dollar Financial Group Inc,0.0046,gioia
United Virginia Bank,0.0046,gioia
Gold Bank,0.0046,gioia
Black Rock,0.0045,gioia
ABN AMRO North America,0.0045,gioia
Franklin/Templeton Group of Funds,0.0045,gioia
Bessemer Capital Partners,0.0045,gioia
American Mutual Life Insurance Co,0.0045,gioia
West Farm Credit Services,0.0045,gioia
Caisse Regionale de Credit Agricole Mutuel Alpes Provence,0.0045,gioia
Colonial Penn Life Insurance Co,0.0045,gioia
KBK Financial Inc,0.0045,gioia
CEF Holdings,0.0045,gioia
Ewing & Partners,0.0045,gioia
CoreStates New Jersey National Bank,0.0045,gioia
CIC Lyonnais de Banque,0.0045,gioia
WestStar Bank ofBartlesville,0.0045,gioia
MerchantsBank of Boston,0.0045,gioia
Erie Insurance Exchange,0.0045,gioia
Banque de Chine Paris,0.0045,gioia
Fortress Portfolio Trust,0.0045,gioia
Stone Tower CLO Ltd,0.0044,gioia
Cofina Financial,0.0044,gioia
RDVEPCO LLC,0.0044,gioia
Alexander Finance LP,0.0044,gioia
Paul Revere Protective Life,0.0044,gioia
Waterstreet Fund,0.0044,gioia
Wind River CLO I Ltd,0.0044,gioia
MIMLIC Funding Inc,0.0043,gioia
Investment Bank of Ireland,0.0043,gioia
Globe Indemnity Co,0.0043,gioia
Ramius Capital,0.0043,gioia
Bay Capital Fund III LP,0.0043,gioia
Venture II CDO 2002 Ltd,0.0043,gioia
BNY International Ltd,0.0042,gioia
Ingalls & Snyder Value Partners LP,0.0042,gioia
Gallatin Funding I Ltd,0.0042,gioia
Fidelity II: Advantage Floating Rate High Income Fund,0.0042,gioia
Tennenbaum & Co LLC,0.0042,gioia
Kayne Anderson Non-Traditional Investment LP,0.0042,gioia
Halcyon Distressed Securities,0.0042,gioia
Dacotah Bank,0.0042,gioia
Stein Roe & Farnham,0.0042,gioia
Northwoods Capital III Ltd,0.0042,gioia
Northwoods Capital II Ltd,0.0042,gioia
Magnetite IV CLO Ltd,0.0042,gioia
Wilmington Savings Fund Society,0.0041,gioia
Howard Weil Labouisse Friedriche Invest Security,0.0041,gioia
Kvaerner Mosa Yosa,0.0041,gioia
Family Life Insurance Co,0.0041,gioia
Scotia McLeod,0.0041,gioia
Asian Finance & Investment Corp Ltd,0.0041,gioia
Ballyrock CDO II Ltd,0.0041,gioia
Ballyrock CDO I Ltd,0.0041,gioia
Pioneer Life Insurance Co of Illinois,0.0041,gioia
Forest Creek CLO Ltd,0.0041,gioia
Morgan Holland Fund,0.004,gioia
Provident Mutual Life CALIC,0.004,gioia
Wellpoint Inc [Ex-Anthem Inc],0.004,gioia
Franklin CLO 1 Ltd,0.004,gioia
American Investors Life Insurance Co,0.004,gioia
MBank Alamo,0.004,gioia
Washington Mutual Finance Corp,0.004,gioia
AXP Variable Portfolio - Extra Income Fund,0.004,gioia
Trust One Bank,0.004,gioia
Farmers & Traders Life Insurance Co,0.004,gioia
Hoefer & Arnett Inc,0.004,gioia
Credit Des Bergues SA,0.004,gioia
Bavaria TRR Corp,0.004,gioia
Stanfield Asset Management,0.004,gioia
Pilgrim America Group Inc,0.004,gioia
First National Bank of New England,0.004,gioia
MONY Capital Management,0.004,gioia
Church Loans & Investment Trust,0.004,gioia
First National Bank of Florida,0.004,gioia
Marquette Capital Bank NA,0.004,gioia
People First Bank,0.004,gioia
Transamerica Assurance Co,0.004,gioia
Southeastern Group Inc,0.004,gioia
State of Michigan,0.004,gioia
Reservoir Capital Corp,0.004,gioia
HFTP Investment LLC,0.004,gioia
Springfield Institution for Savings,0.004,gioia
Commerce Bancorp Inc,0.004,gioia
Arbco Associates LP,0.004,gioia
Flatiron Funding Co LLC,0.004,gioia
Black Diamond CLO 2000-1,0.004,gioia
Golden Tree Capital Opportunities LP,0.004,gioia
Friedberg Milstein,0.004,gioia
Carl Marks & Co,0.004,gioia
Humboldt,0.004,gioia
Normura Bond & Loan Fund,0.004,gioia
York Capital Management,0.004,gioia
Caspian Capital Partners LP,0.004,gioia
Mackay Shields Long/Short Fund (Master) LP,0.004,gioia
TBH I,0.004,gioia
Atrium CLO IV,0.004,gioia
Recap International (BVI) Ltd,0.004,gioia
Westar Group,0.004,gioia
Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income,0.004,gioia
Loan Funding VII LLC,0.004,gioia
Birchwood Funding LLC,0.004,gioia
Leader Mortgage,0.004,gioia
Venture CDO 2002 Ltd,0.004,gioia
Seminole Funding LLC,0.0039,gioia
First State Bank NA,0.0039,gioia
Weyerhaeuser Co Master Pension Trust,0.0039,gioia
Emerald Orchard Ltd,0.0039,gioia
Bank of Lincolnwood,0.0039,gioia
Central Re Corp & Equitable Life,0.0039,gioia
Whitney & Co LLC,0.0039,gioia
Chase Bank of Arizona,0.0039,gioia
AIMCO CLO Series 2001-A,0.0038,gioia
Sequils-Glace Bay Ltd,0.0038,gioia
Context Convertible Arbitrage Offshore Ltd,0.0038,gioia
Norwest Equipment Finance,0.0038,gioia
BYL Bank Group,0.0038,gioia
Firstier Bank Lincoln,0.0038,gioia
Northern Telecom Finance Corp,0.0037,gioia
Bank of Hawaii Hongkong,0.0037,gioia
Shanghai Commercial & Savings Bank Taipei,0.0037,gioia
Laredo National,0.0037,gioia
Victoria Bank & Trust,0.0037,gioia
Citigroup Investment Corporate Loan Fund,0.0037,gioia
GoldenTree Credit Opportunities Financing,0.0037,gioia
Olympic CLO I,0.0037,gioia
Cypress Financial Corp,0.0036,gioia
Sequils-Liberty Ltd,0.0036,gioia
UBAF Arab American Bank,0.0036,gioia
Hokunko Bank Ltd,0.0036,gioia
Offense Group Associates LP,0.0036,gioia
First National Bank of Evansville,0.0036,gioia
Bryn Mawr CLO Ltd,0.0036,gioia
Stanfield/RMF TransAtlantic CDO Ltd,0.0035,gioia
OldKntBk,0.0035,gioia
Kentucky Bank of the West,0.0035,gioia
Castle Garden Funding,0.0035,gioia
Pennant Park Investment Corp,0.0035,gioia
Bank Columbia,0.0035,gioia
International Capital,0.0035,gioia
IDBI Bank Ltd,0.0035,gioia
Renaissance Capital Growth & Income Fund III Inc,0.0035,gioia
Bancomer SA,0.0035,gioia
Boatmen's National Bank of Southern Missouri,0.0035,gioia
Republic Acceptance Corp,0.0035,gioia
Eldorado Bank,0.0035,gioia
American Money Management,0.0035,gioia
Marquette Bank of Golden Valley,0.0035,gioia
SunTrust Bank Miami,0.0035,gioia
Physicians Life Insurance Co Annuity,0.0035,gioia
Medallion Capital,0.0035,gioia
Logan Bank & Trust,0.0035,gioia
Unity Mutual Life Insurance Co,0.0035,gioia
TCW Leveraged Income Trust II,0.0035,gioia
Octagon Investment Partners VIII,0.0035,gioia
Costantinus Eaton Vance CDO V Ltd,0.0035,gioia
ABN AMRO Securities Ltd,0.0035,gioia
Reliable Life Insurance Co,0.0035,gioia
Atlantic Financial Savings Bank,0.0035,gioia
Lincoln National Bank & Trust Co,0.0034,gioia
Columbia Floating Rate Ltd,0.0034,gioia
Guarantee Life Cos,0.0034,gioia
Tolli & Co,0.0034,gioia
Shelard National Bank,0.0034,gioia
Federated Life Insurance Co,0.0034,gioia
Grayston CLO 2001-01 Ltd,0.0034,gioia
Oak Hill Credit Partners I Ltd,0.0034,gioia
Venture Advisors,0.0034,gioia
August Capital Associates,0.0033,gioia
Olympus Bank,0.0033,gioia
Aristar Life Insurance Co,0.0033,gioia
Guarantee Trust Life Insurance Co,0.0033,gioia
Celerity CLO Ltd,0.0033,gioia
AIM Floating Rate Fund,0.0033,gioia
Quad City Bank & Trust Co,0.0033,gioia
Jackson Purchase,0.0033,gioia
Van Kampen American Capital,0.0033,gioia
Lincoln National Health & Casualty Insurance,0.0032,gioia
FTVIPT-Income Securities Fund,0.0032,gioia
Prince Venture Partners III LP,0.0032,gioia
Charles Schwab Corp,0.0032,gioia
Central States Health & Life Co of Omaha,0.0032,gioia
Nichimen America,0.0032,gioia
CypressTree Investment Partners II Ltd,0.0032,gioia
Centurion Life Insurance Co,0.0031,gioia
Prospect Energy Corp,0.0031,gioia
American Fletcher National Bank,0.0031,gioia
Race Point Power LLC,0.0031,gioia
Endeavor Capital Corp,0.0031,gioia
Bank of Commerce,0.0031,gioia
Lincoln National Income Fund Inc,0.0031,gioia
Eaton Vance CDO III Ltd,0.0031,gioia
First Ausa Life Insurance Co,0.003,gioia
Shoko Chukin Bank,0.003,gioia
Citizens Insurance Co,0.003,gioia
Avenue Capital Management,0.003,gioia
JH Whitney Mezzanine Fund LP,0.003,gioia
IBJ Leasing Finance Cayman,0.003,gioia
Tong Yang Investment Bank,0.003,gioia
First National Bank of Abilene,0.003,gioia
Hibernia National Bank of Texas,0.003,gioia
Public Employees Retirement Association of CO,0.003,gioia
Jyske Bank,0.003,gioia
Redwood Master Fund,0.003,gioia
Celtic Capital Corp,0.003,gioia
Pacific Continental Bank,0.003,gioia
Astoria Capital Partners LP,0.003,gioia
Merchants National Bank Minnesota,0.003,gioia
American Express Asset Management,0.003,gioia
Cohanzick,0.003,gioia
Evangelical Christian Credit Union,0.003,gioia
Infinity Investors Ltd,0.003,gioia
Alladin Capital,0.003,gioia
Canyon Capital CDO 2002-1 Ltd,0.003,gioia
BayBank Norfolk,0.003,gioia
Bain Capital Partners LLC,0.003,gioia
Brenton Bank,0.003,gioia
Firstar MetroBank,0.003,gioia
SFE Bank Ltd,0.003,gioia
First National Bank of Mt Prospect,0.003,gioia
SIEM Acquisition & Reorganization Fund Inc,0.003,gioia
Seidler Capital Partners LP,0.003,gioia
Georgia State Bank,0.003,gioia
Celerity Silicon LLC,0.003,gioia
Quest Capital Corp,0.003,gioia
Banner Bank,0.003,gioia
NZC Opportunities LLC,0.003,gioia
First National Bank North Dakota,0.003,gioia
Jefferies Group Inc,0.003,gioia
High Yield Fund,0.003,gioia
GB Retail Funding LLC,0.003,gioia
Conseco Inc,0.003,gioia
Stedman CLO I,0.003,gioia
Central Leasing (USA) Inc,0.003,gioia
ML Senior Floating Rate Fund II Inc,0.003,gioia
TRS Aria LLC,0.003,gioia
Kaldi Funding LLC,0.003,gioia
Progressive Savings Bank,0.003,gioia
Bushnell Loan Fund CDO,0.003,gioia
Business Alliance Capital Corp,0.0029,gioia
RIMCO Partners LP III,0.0029,gioia
Senior High Income Portfolio II,0.0029,gioia
Venture III CDO Ltd,0.0029,gioia
Old Forge Bank,0.0029,gioia
Mezzanine Capital & Income Trust,0.0029,gioia
ING Oryx Ltd,0.0029,gioia
Loan Funding VI LLC,0.0029,gioia
Stone Tower CLO II Ltd,0.0029,gioia
Archimedes Funding IV (Cayman) Ltd,0.0029,gioia
Navigator CDO,0.0028,gioia
Centurion VIII,0.0028,gioia
MassMutual High Yield Partners II LLC,0.0028,gioia
Kanawha Insurance Co,0.0028,gioia
Seacoast National Bank,0.0028,gioia
National Operating LP,0.0028,gioia
Norwest Bank Nevada,0.0028,gioia
Stanfiel Modena CLO Ltd,0.0028,gioia
BIII A Capital Partners LP,0.0028,gioia
Lincoln Bank,0.0028,gioia
Endurance CLO I Ltd,0.0028,gioia
Sumitomo Trust & Banking Co Los Angeles,0.0027,gioia
Bank of Tokyo International,0.0027,gioia
HSBC Corporate Banking,0.0027,gioia
Sanwa Bank BIBF,0.0027,gioia
Reliastar Bankers Security Life Insurance Co,0.0027,gioia
Deutsche Bank AG London Branch,0.0027,gioia
Second National Bank of Warren,0.0027,gioia
Athena CDO Ltd,0.0027,gioia
Bradford National Life Insurance Co,0.0027,gioia
Lamar Life Insurance Co,0.0027,gioia
Capitol Bankers Life Reinsurance,0.0027,gioia
North American Life,0.0027,gioia
SunAmerica Senior Floating Rate Fund Inc,0.0027,gioia
ELC (Cayman) Ltd 1999-II,0.0027,gioia
Societe Luxembourgeoise de Banque,0.0026,gioia
Sankaty High Yield Partners III LP,0.0026,gioia
Avalon Capital Ltd 2,0.0026,gioia
LCM I Ltd,0.0026,gioia
Commerce & Economic Development Commission,0.0026,gioia
Whippoorwill Offshore Distressed Opportunity Fund Ltd,0.0026,gioia
